id,children,caption,comments_count,like_count,media_type,permalink,timestamp
18158004859094747,"{'data': [{'id': '18176332999189153'}, {'id': '17991634870359337'}]}","- Zimy są coraz cieplejsze. Żurawie i gęsi już nie odlatują. Gęganie i klangor słychać przez cały rok. Niby powinniśmy się z tego cieszyć, bo fajne, że są żurawie, ale to łamie zasadę. Tych ptaków, do cholery, nie powinno tu być o tej porze roku.

Właśnie z tych wszystkich powodów zdecydowałam się pozwać Skarb Państwa. Nie mogę patrzeć na bezczynność kolejnych ekip rządzących. Na zmianach klimatu tracę nie tylko sama, ale całe społeczeństwo - mówi nam Małgorzata Górska, która jest zaangażowana w ochronę przyrody od ponad 20 lat.

Przez ostatnich kilka dni razem z onet_pl i ratsagency w ramach kampanii #KlimatNaszaSprawa przedstawiliśmy wam historie piątki bohaterów, którzy zdecydowali się pozwać rząd za bezczynność w sprawie kryzysu klimatycznego. Fundacja clientearth_pl - występująca w roli powoda reprezentującego osoby fizyczne - przy wsparciu kancelarii prawnej Gessel będzie wykazywać przed sądem, że prawa powodów i powódek zostały naruszone przez władze państwowe poprzez ich działania i zaniechania.⁠
⁠
📸 welnicki (ratsagency)⁠

#polska #poland #biebrza #eko #ekologia #pozew #ogień #woda #powódź #susza #dry #birds #ptaki #clientearth #ratsagency #noizz #noizzpl",3,871,CAROUSEL_ALBUM,https://www.instagram.com/p/CQMLaz0gbps/,2021-06-16T17:58:27+0000
