event_id,dataset_source,event,date,country,name_adm1,name_adm2,name_adm3,locality
b'db0nCncdWpMmSzEr2vOK',desinventar,FLOOD,2016-04-12,Uganda,KASESE,KILEMBE,,
b'SRNxnmeoO-y9fnEsHZ25',desinventar,FLOOD,2016-04-18,Uganda,RAKAI,,,sango bay
b'e0R93x80my79APUbVt4H',desinventar,FLOOD,2016-05-02,Uganda,KALUNGU,KALUNGU,,river Katonga
b'Jk7xXt3M7oRJa94e7rg6',desinventar,FLOOD,2016-05-02,Uganda,KALUNGU,KALUNGU,BWASANDEKU,Bwasandeku
b'07CA-bRx_c61Jp9lJD0B',desinventar,FLOOD,2016-05-02,Uganda,KALUNGU,LUKAYA TC,,Kamuwanga primary school
b'-slWTRqigA0z_RZy8GJS',desinventar,FLOOD,2016-05-02,Uganda,KALUNGU,KALUNGU,,mugumba
b'LMJc7rSMlsNyYVuAdNFG',desinventar,FLOOD,2016-05-04,Uganda,TORORO,OSUKURU,OSUKURU,AMAGOROR A
b'tKQbIBI2K-XdugPj0ZT-',desinventar,FLOOD,2016-05-09,Uganda,TORORO,,,"Amoni ""A"" ""B"" villages"
b'ixJxBKm86TrXS12p25P_',desinventar,FLOOD,2016-05-12,Uganda,SIRONKO,,,"Bukiise subcounty,Sironko TC, Budadiri, Bukhulo, Bumasifwa"
b'J8g-jmwuZIRAhGG21nL_',desinventar,DROUGHT,2020-02-29,United Republic  of Tanzania,Singida,,,All districts
b'V-7AT1Wbzg-bNIYAqmVc',desinventar,FLOOD,2016-01-27,United Republic  of Tanzania,Lindi,Kilwa,,
b'yGYEw5rBOghzNXrfABB1',desinventar,FLOOD,2016-01-31,United Republic  of Tanzania,Pwani,Rufiji,,10 Wards
b'n55ISvGF6oo-Jlh6dzEb',desinventar,FLOOD,2016-01-31,United Republic  of Tanzania,Pwani,Rufiji,Chemchem,
b'4e6pIRsx4Tb0N9EC2knE',desinventar,FLOOD,2016-02-12,United Republic  of Tanzania,Iringa,Kilolo,,
b'NX-UJj30SdPcWcYPkI3W',desinventar,FLOOD,2016-03-21,United Republic  of Tanzania,Mtwara,Tandahimba,,
b'o-OJJh263bOELi1uF2MP',desinventar,FLOOD,2016-03-24,United Republic  of Tanzania,Mtwara,Tandahimba,,
b'C9bojMjWTKiXc__xeKCn',desinventar,FLOOD,2016-04-02,United Republic  of Tanzania,Morogoro,Kilosa,,Kilosa DC
b'6KisD0a730pR1UuYeEcM',desinventar,FLOOD,2016-04-03,United Republic  of Tanzania,Dodoma,Chamwino,,"majeleko, manchali, dabalomembe and hanet"
b'LVpgZ1SSa1jXRDoksExF',desinventar,FLOOD,2016-04-06,United Republic  of Tanzania,Mara,Bunda,,
b'2XJFHYJeM8rhYy9FCrzu',desinventar,FLOOD,2016-04-10,United Republic  of Tanzania,Mbeya,Kyela,,"bujonde, ikama, kajunjumele and mwanya"
b'3pxiCd8rMH4o3PZc1u8l',desinventar,FLOOD,2016-01-16,Zambia,Southern,Siavonga,,SIAVONGA
b'K8VHDYkmjLtqHyrP16YQ',desinventar,FLOOD,2016-06-20,Zambia,North-Western,Solwezi,,SOLWEZI
b'toCDZ6yzXPd3jHANEWj8',desinventar,FLOOD,2016-11-16,Zambia,Lusaka,Luangwa,,luangwa
b'5vCTHMBcsYT0ZVriICUS',desinventar,FLOOD,2017-01-04,Zambia,Luapula,Samfya,,MATONGO
b'8JcEsOyODESDt_mDJ7e_',desinventar,FLOOD,2017-05-03,Zambia,North-Western,Solwezi,,Solwezi East
b'a4qJWBvaJaN-w9kuzpBx',desinventar,FLOOD,2017-05-03,Zambia,Western,Kaoma,,Kaoma central constituency
b'o3HnQttAyG-V-GajSs7j',desinventar,FLOOD,2017-05-03,Zambia,Western,Kaoma,,Luampa
b'UJzoBx9hZ5AlDrdpBBsQ',desinventar,FLOOD,2017-05-03,Zambia,Northern,Nsama,,MWEMBESHI
b'P1s_5R-35AGXmo5B65Qb',desinventar,FLOOD,2017-05-03,Zambia,North-Western,Mwinilunga,,chief Ntambu's area
b'KjhU8pvOvzIlAvkf8ISl',desinventar,FLOOD,2017-05-03,Zambia,Western,Kaoma,,Luampa
