id,caption,comments_count,like_count,media_type,media_url,permalink,timestamp,children,skipped
17889593669133707,"മലയോരത്ത് പെയ്ത കനത്ത മഴയിൽ കുതിച്ചൊഴുകുന്ന ആഢ്യൻപ്പാറക്ക് സമീപമുള്ള കാഞ്ഞിരപ്പുഴ മതിൽമൂലയിൽ നിന്നുള്ള ദൃശ്യം.

ഞമ്മൾ തിരുകാർ .🥰
Courtesy :- 
• • • • •
🇷​🇪​🇵​🇴​🇸​🇹​
.

ᴛᴏ ɢᴇᴛ ꜰᴇᴀᴛᴜʀᴇ ᴘʟᴇᴀꜱᴇ 
🇫​🇴​🇱​🇱​🇴​🇼​/🇺​🇸​🇪​ 🇭​🇦​🇸​🇭​ 🇹​🇦​🇬
 #storiesoftirur 
.
🇫​❤️🇴​❤️🇱​❤️🇱​❤️🇴​❤️🇼​
➡ stories_of_tirur 
. ❤️ 🇰​🇪​🇪​🇵​ 🇹​🇦​🇬​🇬​🇮​🇳​🇬​ ❤️
stories_of_tirur 
.
.
ഭക്ഷണത്തിന്റെ കാര്യത്തിലായാലും കാഴ്ചകളുടെ കാര്യത്തിലായാലും നമ്മൾ ഒന്നാമതല്ലേ  ഈ മലപ്പുറത്ത് 📍
.
𝐃𝐦 𝐟𝐨𝐫 𝐜𝐨𝐥𝐥𝐚𝐛𝐨𝐫𝐚𝐭𝐢𝐨𝐧 𝐚𝐧𝐝 𝐁𝐮𝐬𝐢𝐧𝐞𝐬𝐬 𝐫𝐞𝐥𝐚𝐭𝐢𝐨𝐧𝐬𝐡𝐢𝐩𝐬
Contact:+918137848278
Call :7034058278
.
#storiesoftirur #flood #kerala #water #heavyrain #monsoon #tirur #aatyanpara_waterfalls #river 
.

.
Support Our pages
my_kottakkal  my_perinthalmanna",0,9,VIDEO,https://video-sea1-1.cdninstagram.com/v/t50.2886-16/201508153_4097787053639559_1366657188457574062_n.mp4?_nc_cat=110&vs=18049091152293897_1913253839&_nc_vs=HBksFQAYJEdEbkZBZ3lIaDdKbDZvNE9BSzV1djlkNFYtY1Nia1lMQUFBRhUAAsgBABUAGCRHTzhjX2d2cVZvbzhwTnNFQUZ6SklQODI3MlpEYmtZTEFBQUYVAgLIAQAoABgAGwGIB3VzZV9vaWwBMRUAACamk97EwP3GPxUCKAJDMywXQEeEOVgQYk4YEmRhc2hfYmFzZWxpbmVfMl92MREAdeoHAA%3D%3D&ccb=1-3&_nc_sid=59939d&efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjY0MC5mZWVkIn0%3D&_nc_ohc=DqLQVGmD5hEAX924Glp&_nc_ht=video-sea1-1.cdninstagram.com&oh=1426dcb617f3a7e46bd9a87ba70cef7d&oe=60CE2406&_nc_rid=14a0cdef97,https://www.instagram.com/p/CQL3bVhDULE/,2021-06-16T15:05:26+0000,,False
17993264821327915,"Monsoon mayhem: 
.
Flash flood in Sindhupalchowk District has created mayhem damaging property worth millions.

 Dozens of people are still reported missing as thick layer of mud and high flowing water submerge houses in and around Melamchi Bazar of the district.
.

.
#flood #melamchi #nepal #photojournalism #photooftheday #flashflood",0,20,CAROUSEL_ALBUM,,https://www.instagram.com/p/CQL3JwZJr3q/,2021-06-16T15:01:21+0000,"{'data': [{'id': '17901136097016023'}, {'id': '17897869019082675'}, {'id': '17875001504364801'}, {'id': '17845736381611921'}, {'id': '17882810867253147'}, {'id': '17910299911789916'}, {'id': '17897807960005936'}, {'id': '18186775684107862'}, {'id': '17854590539549209'}, {'id': '17912052439763533'}]}",False
17950990576464800,"MELAMCHI-BAJAR AFTER FLOOD 
#melamchi #flood #Nepal #prabinranabhat #nepalflood  #environment",0,54,IMAGE,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/203091057_1217317275394429_33000770550914513_n.jpg?_nc_cat=106&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=s_VN9WR7d0gAX_8zgdo&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=12a915f9541785118c7bf9310a259b4c&oe=60CE60F1,https://www.instagram.com/p/CQL28-bMgXD/,2021-06-16T14:59:36+0000,,False
17912061046763164,#sindupalchowkflood #melamchiflood #flood #situationnow,1,47,CAROUSEL_ALBUM,,https://www.instagram.com/p/CQL2YzSsboL/,2021-06-16T14:54:40+0000,"{'data': [{'id': '18154277794197300'}, {'id': '17911008115876033'}, {'id': '18176038861137067'}, {'id': '17865750251524045'}, {'id': '17877985016418416'}, {'id': '18014425462315242'}, {'id': '18160891429148706'}, {'id': '17906988244927913'}, {'id': '17900518811053719'}, {'id': '17952199978460913'}]}",False
17888167835161823,"Nine people have been rescued from the Midim River in Lamjung,Nepal since yesterday.

#staysafe rescue.

#flood #floods #landslides #naturaldisasters #lamjung #prayfornepal #nepalfloods #habamoment",0,15,IMAGE,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/201253266_124537183118100_2071773325100581267_n.jpg?_nc_cat=109&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=tLe-8COOkJEAX-7oEb2&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=19bfd81aaefc97c1809c28549ed36617&oe=60CFBDA0,https://www.instagram.com/p/CQL2Uitskrp/,2021-06-16T14:54:05+0000,,False
17927977969563094,"Australian flood hit lands get covered in spider webs?🤔 Interesting, isn't it? Read on to know more. 

Content Writer - Sukanya
Graphic Designer- Nandini

#news #newsupdate #australia #international #spider #web #victoria #flood #land #place #beautiful #winglobalnews #nanjilanandfoundation",0,6,CAROUSEL_ALBUM,,https://www.instagram.com/p/CQLzTwnlofT/,2021-06-16T14:27:46+0000,"{'data': [{'id': '17903409001980229'}, {'id': '17897617370088380'}, {'id': '17921977879715826'}]}",False
17898432185081044,"Guyana gets almost US$1M from Japan for National Flood Early Warning System
newsroomgy

The Government of Japan has made approximately US$1 million available to boost Guyana’s National Flood Early Warning System.

Minister of Agriculture Zulfikar Mustapha made the disclosure on Tuesday during a virtual handing-over exercise.

In his keynote address, the Minister said the recent flooding has highlighted the need for an effective National Flood Early Warning System. 

#flooding #flood #floodwarningsystem #japan #japanguyana #international #politics #newsroomgypolitics #newsroom #newsroomgy  #guyana #guyanese #24/7 #592 #facebook #family #igdaily #E1 #georgetown #linden #essequibo #bartica #berbice #demerara",5,58,IMAGE,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/201899553_143025384559993_1942728897953855888_n.jpg?_nc_cat=103&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=vz39b7t9OrsAX9E7XIX&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=cfee141e21f9f2ff669ab74103a8f876&oe=60CFA91C,https://www.instagram.com/p/CQLzGI-nvsG/,2021-06-16T14:25:54+0000,,False
17930135686599852,"Q. 주택 보험이 있는데, 홍수 보험이 필요할까요? 

A. 일반적인 주택 소유자의 보험은 홍수의 피해를 보상하지 않습니다. 홍수보험은 주택 보험에 추가로 가입하는 것이지만 주택보험을 대신하는 것이 아닙니다.  통상 (상용 건축물이 아닌 개인 주택의 경우) 보험료가 다소 저렴하며 홍수 위험 구역을 벗어나면 보험료를 절감할 수 있습니다. 
#hurricane #waterdamage #flood #insurance #floodinsurance #omnifinancialrisk #홍수보험 #옴니화재 #버지니아보험 #메릴랜드보험",0,1,IMAGE,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/201316632_4026676804105887_2985356009810297186_n.jpg?_nc_cat=107&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=bl7-uBYcTSIAX9hWMST&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=28fb42b639916ffb7559061f6b68e4bc&oe=60CE885F,https://www.instagram.com/p/CQLwmgwDP7e/,2021-06-16T14:04:07+0000,,False
