Date_range,Day,Region,Average temperature,Average humidity,Average dewpoint,Average barometer,Average windspeed,Average gustspeed,Average direction,Rainfall for month,Rainfall for year,Maximum rain per minute,Maximum temperature,Minimum temperature,Maximum humidity,Minimum humidity,Maximum pressure,Minimum pressure,Maximum windspeed,Maximum gust speed,Maximum heat index
2020-02,24,40:23:00N & 105:29:00W,24.5,51,8.5,29.8,7.8,11.9,244,0.48,0.49,0.00,34.3,17.0,85,37,30.016,29.669,24.2,34.5,34.3
2020-02,25,40:23:00N & 105:29:00W,16.6,42,2.8,30.3,6.0,9.2,281,0.48,0.49,0.00,23.9,9.3,50,30,30.509,30.008,17.3,26.5,23.9
2020-02,26,40:23:00N & 105:29:00W,23.6,39,2.0,30.3,13.5,19.3,229,0.48,0.49,0.00,33.4,9.6,56,23,30.502,30.156,26.5,36.8,33.4
2020-02,27,40:23:00N & 105:29:00W,30.9,41,8.6,30.2,11.7,18.4,248,0.48,0.49,0.00,38.3,23.9,81,23,30.196,30.111,23.0,41.4,38.3
2020-02,28,40:23:00N & 105:29:00W,37.7,30,8.3,30.1,11.0,15.9,224,0.48,0.49,0.00,47.0,29.5,38,21,30.194,29.970,24.2,42.6,47.0
2020-02,29,40:23:00N & 105:29:00W,37.6,31,8.7,29.8,8.0,11.6,236,0.48,0.49,0.00,48.1,26.1,57,20,29.972,29.647,19.6,31.1,48.1
2020-03,1,40:23:00N & 105:29:00W,28.7,66,17.8,29.7,4.1,6.5,34,0.00,0.49,0.00,38.2,17.1,90,36,29.903,29.622,16.1,23.0,38.2
2020-03,2,40:23:00N & 105:29:00W,26.4,52,8.1,29.8,12.5,18.2,238,0.04,0.53,0.01,37.9,9.8,93,17,29.886,29.706,29.9,44.9,37.9
2020-03,3,40:23:00N & 105:29:00W,36.0,37,11.5,29.8,12.6,17.9,229,0.04,0.53,0.00,53.2,27.0,48,14,29.975,29.732,26.5,42.6,53.2
2020-03,4,40:23:00N & 105:29:00W,38.8,24,2.3,29.9,12.0,17.9,238,0.04,0.53,0.00,50.5,22.0,50,8,29.987,29.797,29.9,49.5,50.5
2020-03,5,40:23:00N & 105:29:00W,37.2,35,11.8,30.0,11.4,16.8,225,0.04,0.53,0.00,42.6,34.3,43,29,30.125,29.960,21.9,33.4,42.6
2020-03,6,40:23:00N & 105:29:00W,32.3,53,16.9,30.1,1.5,2.4,252,0.04,0.53,0.00,42.6,26.6,68,30,30.118,30.014,11.5,18.4,42.6
2020-03,7,40:23:00N & 105:29:00W,38.4,48,17.7,29.8,5.6,8.0,228,0.04,0.53,0.00,54.8,25.6,75,18,30.014,29.699,21.9,28.8,54.8
2020-03,8,40:23:00N & 105:29:00W,43.9,49,23.6,29.6,9.6,14.4,238,0.08,0.57,0.01,55.7,25.6,92,23,29.717,29.542,27.6,44.9,55.7
2020-03,9,40:23:00N & 105:29:00W,37.7,61,23.5,29.8,7.1,10.2,247,0.09,0.58,0.01,47.0,28.4,95,33,29.993,29.647,17.3,23.0,47.0
2020-03,10,40:23:00N & 105:29:00W,38.2,58,24.3,29.9,10.6,15.4,234,0.09,0.58,0.00,43.3,31.5,89,40,30.006,29.885,26.5,41.4,43.3
2020-03,11,40:23:00N & 105:29:00W,42.0,50,23.8,29.8,12.1,17.8,234,0.12,0.61,0.01,51.2,36.8,87,35,29.986,29.532,28.8,41.4,51.2
2020-03,12,40:23:00N & 105:29:00W,36.3,63,24.0,29.7,9.9,15.2,238,0.12,0.61,0.00,48.5,24.0,91,32,29.887,29.499,34.5,49.5,48.5
2020-03,13,40:23:00N & 105:29:00W,26.5,87,23.1,29.9,2.0,3.5,49,0.12,0.61,0.01,32.6,24.0,93,76,29.904,29.770,8.1,12.7,32.6
2020-03,14,40:23:00N & 105:29:00W,36.6,71,27.0,30.1,5.4,8.2,352,0.25,0.74,0.01,49.6,26.5,93,31,30.109,29.809,16.1,24.2,49.6
2020-03,15,40:23:00N & 105:29:00W,40.6,49,20.3,30.0,6.7,9.7,234,0.25,0.74,0.00,54.6,24.8,93,23,30.080,29.855,19.6,27.6,54.6
2020-03,16,40:23:00N & 105:29:00W,40.6,50,20.1,29.9,6.1,8.9,228,0.25,0.74,0.00,53.9,29.2,94,14,29.937,29.822,17.3,26.5,53.9
2020-03,17,40:23:00N & 105:29:00W,40.0,57,21.2,29.7,4.4,6.6,234,0.25,0.74,0.00,56.7,29.6,94,16,29.909,29.633,23.0,33.4,56.7
2020-03,18,40:23:00N & 105:29:00W,38.8,51,19.9,29.6,2.6,4.4,90,0.31,0.80,0.01,52.6,24.8,94,21,29.688,29.506,17.3,27.6,52.6
2020-03,19,40:23:00N & 105:29:00W,28.5,93,26.6,29.7,2.8,4.5,37,0.42,0.91,0.01,32.6,18.1,96,84,30.199,29.438,17.3,24.2,32.6
2020-03,20,40:23:00N & 105:29:00W,19.9,87,16.5,30.3,1.9,3.1,21,0.65,1.14,0.01,29.7,12.2,94,76,30.333,30.199,9.2,11.5,29.7
2020-03,21,40:23:00N & 105:29:00W,32.5,58,18.6,30.1,6.5,9.9,249,0.83,1.32,0.01,44.6,22.1,87,32,30.282,29.950,23.0,33.4,44.6
2020-03,22,40:23:00N & 105:29:00W,30.7,63,18.0,30.0,5.2,7.8,243,0.83,1.32,0.00,41.6,18.5,93,32,30.034,29.894,19.6,31.1,41.6
2020-03,23,40:23:00N & 105:29:00W,34.0,62,21.9,29.9,5.4,7.8,232,0.83,1.32,0.00,44.7,24.4,81,36,30.030,29.730,19.6,26.5,44.7
2020-03,24,40:23:00N & 105:29:00W,39.9,48,21.1,29.7,10.4,14.7,233,0.83,1.32,0.00,47.4,32.0,71,30,29.812,29.658,24.2,35.7,47.4
2020-03,25,40:23:00N & 105:29:00W,41.7,42,19.5,29.5,6.9,10.2,234,0.83,1.32,0.00,48.3,32.1,59,25,29.658,29.494,23.0,32.2,48.3
2020-03,26,40:23:00N & 105:29:00W,39.9,48,16.8,29.5,8.8,12.7,234,0.83,1.32,0.00,52.8,27.0,83,14,29.541,29.393,26.5,38.0,52.8
2020-03,27,40:23:00N & 105:29:00W,29.8,84,25.5,29.5,2.4,4.0,45,0.91,1.40,0.01,34.7,23.9,93,61,29.648,29.430,9.2,12.7,34.7
2020-03,28,40:23:00N & 105:29:00W,27.6,49,10.4,29.9,10.8,16.1,239,0.92,1.41,0.01,37.3,20.8,91,30,30.010,29.645,23.0,33.4,37.3
2020-03,29,40:23:00N & 105:29:00W,33.7,43,12.8,30.0,7.6,11.0,229,0.93,1.42,0.01,43.8,26.1,69,27,30.042,29.906,19.6,28.8,43.8
2020-03,30,40:23:00N & 105:29:00W,35.6,50,16.9,29.9,4.1,6.7,254,0.93,1.42,0.00,49.5,21.2,82,23,29.982,29.869,15.0,23.0,49.5
2020-03,31,40:23:00N & 105:29:00W,43.7,40,20.5,29.8,9.8,14.1,224,0.93,1.42,0.00,53.2,31.9,55,28,29.950,29.600,24.2,38.0,53.2
2020-04,1,40:23:00N & 105:29:00W,46.8,41,22.7,29.4,8.7,12.2,213,0.00,1.42,0.00,57.1,36.6,79,20,29.606,29.349,24.2,31.1,57.1
2020-04,2,40:23:00N & 105:29:00W,23.0,88,20.0,29.7,3.7,6.2,49,0.00,1.42,0.00,36.8,13.7,94,78,30.091,29.370,13.8,18.4,36.8
2020-04,3,40:23:00N & 105:29:00W,20.3,81,15.4,30.2,1.9,3.6,53,0.12,1.54,0.01,29.3,6.2,92,69,30.256,30.090,11.5,16.1,29.3
2020-04,4,40:23:00N & 105:29:00W,34.5,61,20.2,29.9,4.8,7.0,227,0.14,1.56,0.01,49.4,15.6,92,27,30.094,29.745,20.7,28.8,49.4
2020-04,5,40:23:00N & 105:29:00W,40.1,55,21.8,29.7,5.6,8.2,238,0.14,1.56,0.00,56.2,24.7,90,21,29.743,29.594,20.7,31.1,56.2
2020-04,6,40:23:00N & 105:29:00W,46.7,31,13.7,29.6,10.0,14.1,225,0.14,1.56,0.00,58.7,27.2,73,13,29.685,29.585,25.3,34.5,58.7
2020-04,7,40:23:00N & 105:29:00W,51.0,20,10.6,29.6,9.5,14.5,233,0.14,1.56,0.00,59.8,43.6,30,11,29.691,29.573,21.9,33.4,59.8
2020-04,8,40:23:00N & 105:29:00W,46.5,33,16.5,29.8,5.5,8.7,258,0.14,1.56,0.00,60.9,30.4,62,14,29.888,29.678,20.7,29.9,60.9
2020-04,9,40:23:00N & 105:29:00W,37.0,63,24.8,29.9,2.7,5.0,58,0.14,1.56,0.00,50.4,22.4,86,41,29.967,29.872,13.8,19.6,50.4
2020-04,10,40:23:00N & 105:29:00W,45.1,48,23.5,29.7,9.1,13.0,235,0.14,1.56,0.00,60.7,26.2,92,15,29.931,29.564,26.5,34.5,60.7
2020-04,11,40:23:00N & 105:29:00W,46.9,34,17.4,29.4,8.7,13.0,237,0.15,1.57,0.01,59.1,36.2,86,13,29.566,29.273,21.9,33.4,59.1
2020-04,12,40:23:00N & 105:29:00W,17.4,86,13.9,29.7,2.2,3.6,38,0.18,1.60,0.01,37.5,12.5,93,80,30.151,29.316,8.1,11.5,37.5
2020-04,13,40:23:00N & 105:29:00W,11.7,84,7.8,30.2,2.2,3.4,41,0.18,1.60,0.00,17.6,4.6,88,77,30.386,30.154,8.1,11.5,17.6
2020-04,14,40:23:00N & 105:29:00W,18.4,59,4.8,30.3,6.7,10.5,242,0.30,1.72,0.01,34.2,3.9,88,32,30.425,30.147,19.6,31.1,34.2
2020-04,15,40:23:00N & 105:29:00W,30.1,65,19.1,29.9,6.0,9.0,205,0.45,1.87,0.01,42.0,25.1,92,39,30.151,29.812,17.3,25.3,42.0
2020-04,16,40:23:00N & 105:29:00W,18.6,89,15.8,30.0,3.3,5.2,55,0.45,1.87,0.00,25.2,10.7,93,85,30.267,29.867,10.4,16.1,25.2
2020-04,17,40:23:00N & 105:29:00W,25.7,55,9.4,30.2,6.7,9.8,229,0.80,2.22,0.01,42.4,1.3,91,29,30.310,30.020,20.7,32.2,42.4
2020-04,18,40:23:00N & 105:29:00W,35.4,68,25.2,29.8,3.9,5.7,248,0.88,2.30,0.01,44.6,23.9,94,42,30.016,29.699,16.1,21.9,44.6
2020-04,19,40:23:00N & 105:29:00W,38.6,58,22.6,29.8,5.2,8.1,245,0.90,2.32,0.01,51.6,27.3,94,22,29.824,29.732,20.7,28.8,51.6
2020-04,20,40:23:00N & 105:29:00W,42.3,46,21.6,29.8,4.7,7.3,249,0.90,2.32,0.00,55.2,27.4,77,22,29.887,29.780,17.3,24.2,55.2
2020-04,21,40:23:00N & 105:29:00W,40.9,56,24.8,29.8,2.4,4.0,334,0.90,2.32,0.00,58.4,23.1,85,26,29.902,29.745,18.4,25.3,58.4
2020-04,22,40:23:00N & 105:29:00W,42.7,50,23.9,29.8,3.8,5.9,287,0.92,2.34,0.01,56.4,28.3,77,26,29.808,29.730,16.1,21.9,56.4
2020-04,23,40:23:00N & 105:29:00W,44.7,49,25.2,29.6,8.5,13.0,238,0.93,2.35,0.01,56.5,34.4,88,25,29.733,29.519,23.0,33.4,56.5
2020-04,24,40:23:00N & 105:29:00W,40.4,56,24.3,29.9,5.0,7.7,253,0.95,2.37,0.01,50.7,29.7,91,28,29.985,29.686,17.3,27.6,50.7
2020-04,25,40:23:00N & 105:29:00W,43.5,47,22.7,30.0,4.9,7.6,260,0.95,2.37,0.00,54.0,32.8,85,26,30.034,29.919,15.0,24.2,54.0
2020-04,26,40:23:00N & 105:29:00W,48.2,47,27.8,29.8,8.0,11.6,235,0.98,2.40,0.01,60.4,41.4,85,27,29.918,29.732,21.9,31.1,60.4
2020-04,27,40:23:00N & 105:29:00W,55.0,39,29.3,29.7,10.0,14.7,235,0.98,2.40,0.00,67.2,44.5,59,21,29.822,29.590,21.9,33.4,67.2
2020-04,28,40:23:00N & 105:29:00W,52.3,33,22.5,29.7,8.7,14.1,255,0.98,2.40,0.00,61.2,36.1,72,18,29.969,29.566,24.2,36.8,61.2
2020-04,29,40:23:00N & 105:29:00W,46.8,52,26.9,30.0,2.5,4.7,63,0.98,2.40,0.00,62.8,26.2,90,25,30.077,29.944,12.7,18.4,62.8
2020-04,30,40:23:00N & 105:29:00W,57.1,37,27.4,29.7,5.4,8.2,245,0.98,2.40,0.00,74.6,32.9,79,15,29.945,29.539,20.7,32.2,75.8
2020-05,1,40:23:00N & 105:29:00W,57.8,45,33.9,29.6,5.2,8.0,238,0.00,2.40,0.00,71.8,41.5,83,19,29.724,29.515,18.4,29.9,76.6
2020-05,2,40:23:00N & 105:29:00W,47.1,83,42.0,29.7,3.1,5.0,16,0.30,2.70,0.02,57.3,39.9,95,60,29.881,29.666,15.0,19.6,57.3
2020-05,3,40:23:00N & 105:29:00W,51.6,59,36.4,29.7,4.9,7.5,244,0.33,2.73,0.01,65.4,36.1,93,29,29.876,29.620,19.6,26.5,65.4
2020-05,4,40:23:00N & 105:29:00W,45.1,58,28.9,29.8,7.6,11.8,248,0.37,2.77,0.01,52.2,38.5,94,28,30.024,29.604,25.3,36.8,52.2
2020-05,5,40:23:00N & 105:29:00W,48.7,24,12.2,30.0,6.3,9.7,241,0.37,2.77,0.00,62.3,37.9,50,12,30.128,29.942,18.4,26.5,62.3
2020-05,6,40:23:00N & 105:29:00W,43.6,55,27.0,30.0,2.0,3.6,22,0.37,2.77,0.00,59.4,24.5,85,34,30.138,29.867,11.5,18.4,59.4
2020-05,7,40:23:00N & 105:29:00W,46.6,31,11.6,29.8,10.1,15.2,244,0.37,2.77,0.00,58.9,29.6,87,10,30.015,29.661,27.6,34.5,58.9
2020-05,8,40:23:00N & 105:29:00W,39.1,66,27.9,30.0,2.7,4.9,84,0.37,2.77,0.00,51.4,29.4,90,40,30.092,29.910,10.4,15.0,51.3
2020-05,9,40:23:00N & 105:29:00W,42.5,57,27.5,30.0,4.1,7.0,40,0.37,2.77,0.00,53.5,32.8,82,31,30.130,29.942,17.3,24.2,53.5
2020-05,10,40:23:00N & 105:29:00W,41.9,56,26.8,30.0,3.1,5.6,68,0.37,2.77,0.00,52.6,30.6,73,40,30.108,30.001,12.7,17.3,52.6
2020-05,11,40:23:00N & 105:29:00W,36.8,84,32.3,29.9,3.8,5.6,17,0.49,2.89,0.01,52.0,28.1,95,66,30.002,29.757,18.4,23.0,52.0
2020-05,12,40:23:00N & 105:29:00W,51.9,54,31.6,29.6,6.8,9.7,228,0.50,2.90,0.01,66.4,34.3,97,20,29.850,29.436,21.9,33.4,66.4
2020-05,13,40:23:00N & 105:29:00W,54.9,32,23.8,29.4,6.8,10.2,228,0.50,2.90,0.00,65.4,42.7,72,16,29.551,29.357,25.3,35.7,65.4
2020-05,14,40:23:00N & 105:29:00W,48.9,68,38.2,29.6,3.8,6.1,262,0.52,2.92,0.01,60.6,38.7,89,34,29.706,29.533,18.4,31.1,60.6
2020-05,15,40:23:00N & 105:29:00W,46.5,83,41.4,29.7,3.2,5.1,5,0.62,3.02,0.01,55.1,38.4,92,64,29.760,29.642,15.0,20.7,55.1
2020-05,16,40:23:00N & 105:29:00W,48.7,60,32.4,29.8,3.3,5.7,290,0.66,3.06,0.01,65.4,37.0,96,16,29.908,29.745,16.1,21.9,65.4
2020-05,17,40:23:00N & 105:29:00W,50.9,60,35.6,29.8,2.3,4.3,44,0.66,3.06,0.00,71.7,28.9,93,23,29.896,29.742,12.7,19.6,77.1
2020-05,18,40:23:00N & 105:29:00W,57.9,50,32.5,29.7,4.1,6.6,225,0.66,3.06,0.00,77.6,36.5,95,11,29.796,29.582,21.9,32.2,77.0
2020-05,19,40:23:00N & 105:29:00W,60.8,42,32.9,29.5,4.2,7.0,152,0.66,3.06,0.00,77.2,36.3,80,10,29.608,29.413,20.7,26.5,77.1
2020-05,20,40:23:00N & 105:29:00W,61.1,32,26.9,29.3,7.8,12.1,222,0.66,3.06,0.00,76.1,46.5,67,8,29.483,29.193,26.5,35.7,77.4
2020-05,21,40:23:00N & 105:29:00W,53.6,20,12.6,29.6,8.7,12.5,226,0.66,3.06,0.00,64.3,38.3,44,11,29.682,29.485,21.9,33.4,64.3
2020-05,22,40:23:00N & 105:29:00W,52.5,38,23.3,29.6,3.1,5.4,234,0.66,3.06,0.00,67.9,30.6,77,9,29.714,29.468,13.8,20.7,67.9
2020-05,23,40:23:00N & 105:29:00W,52.7,38,24.7,29.5,5.3,8.2,242,0.66,3.06,0.00,67.9,32.8,67,15,29.560,29.399,21.9,33.4,67.9
2020-05,24,40:23:00N & 105:29:00W,40.7,79,34.3,29.7,2.3,3.8,268,0.90,3.30,0.01,50.4,35.7,94,44,29.927,29.549,15.0,20.7,50.4
2020-05,25,40:23:00N & 105:29:00W,41.8,72,32.3,30.0,2.3,4.0,1,0.91,3.31,0.01,54.8,30.4,97,34,30.025,29.911,13.8,19.6,54.8
2020-05,26,40:23:00N & 105:29:00W,51.7,52,31.4,29.9,5.2,8.1,246,0.91,3.31,0.00,71.6,27.0,93,24,29.963,29.779,15.0,21.9,76.1
2020-05,27,40:23:00N & 105:29:00W,58.3,51,39.1,29.7,3.2,5.0,284,0.91,3.31,0.00,68.4,41.7,78,28,29.785,29.655,15.0,23.0,77.0
2020-05,28,40:23:00N & 105:29:00W,54.4,68,43.4,29.9,2.9,5.2,46,0.91,3.31,0.00,66.0,37.9,94,35,30.005,29.773,13.8,18.4,66.0
2020-05,29,40:23:00N & 105:29:00W,63.1,53,42.7,29.8,2.7,4.8,184,0.91,3.31,0.00,79.3,40.8,93,21,29.990,29.745,15.0,23.0,78.6
2020-05,30,40:23:00N & 105:29:00W,62.2,56,44.7,29.7,3.2,5.1,289,0.95,3.35,0.01,74.9,49.1,89,28,29.777,29.666,17.3,20.7,77.5
2020-05,31,40:23:00N & 105:29:00W,62.8,53,42.9,29.7,5.1,7.7,230,1.00,3.40,0.01,78.4,45.7,94,23,29.761,29.664,17.3,29.9,78.0
2020-06,1,40:23:00N & 105:29:00W,68.6,36,39.3,29.6,6.5,10.1,243,0.00,3.40,0.00,85.9,51.7,66,15,29.719,29.568,18.4,31.1,83.0
2020-06,2,40:23:00N & 105:29:00W,62.6,44,38.2,29.7,2.6,4.5,45,0.00,3.40,0.00,78.3,47.4,71,16,29.836,29.646,12.7,18.4,77.7
2020-06,3,40:23:00N & 105:29:00W,60.0,52,38.0,29.7,4.4,6.6,226,0.01,3.41,0.01,81.1,41.8,89,13,29.826,29.632,24.2,36.8,79.0
2020-06,4,40:23:00N & 105:29:00W,60.4,45,36.4,29.7,5.9,8.7,228,0.01,3.41,0.00,76.9,40.8,79,21,29.743,29.600,23.0,33.4,77.1
2020-06,5,40:23:00N & 105:29:00W,66.8,34,34.3,29.6,4.0,6.4,213,0.01,3.41,0.00,84.8,46.7,66,9,29.697,29.507,20.7,26.5,81.7
2020-06,6,40:23:00N & 105:29:00W,62.6,43,38.2,29.4,5.1,8.0,230,0.06,3.46,0.01,70.4,54.7,79,20,29.506,29.184,26.5,32.2,77.5
2020-06,7,40:23:00N & 105:29:00W,60.0,34,28.8,29.3,4.0,6.6,246,0.06,3.46,0.00,77.0,34.9,74,16,29.418,29.191,15.0,21.9,77.1
2020-06,8,40:23:00N & 105:29:00W,51.5,55,34.7,29.4,3.9,6.6,87,0.12,3.52,0.01,61.8,36.9,88,23,29.608,29.300,16.1,31.1,61.8
2020-06,9,40:23:00N & 105:29:00W,46.7,49,27.5,29.7,7.9,13.3,254,0.15,3.55,0.01,55.0,38.7,72,31,29.868,29.525,21.9,34.5,55.0
2020-06,10,40:23:00N & 105:29:00W,51.9,40,27.6,30.0,6.7,10.5,239,0.15,3.55,0.00,64.4,44.8,52,24,30.017,29.859,18.4,33.4,64.4
2020-06,11,40:23:00N & 105:29:00W,55.0,43,30.2,30.1,2.4,4.4,129,0.15,3.55,0.00,71.3,32.6,80,18,30.137,30.005,12.7,17.3,76.0
2020-06,12,40:23:00N & 105:29:00W,61.5,39,31.7,30.0,2.9,5.0,75,0.15,3.55,0.00,80.7,36.0,80,12,30.137,29.826,13.8,20.7,79.0
2020-06,13,40:23:00N & 105:29:00W,61.2,45,37.6,29.7,3.8,6.2,255,0.20,3.60,0.03,80.2,41.1,77,16,29.838,29.545,19.6,32.2,78.6
2020-06,14,40:23:00N & 105:29:00W,65.7,26,25.6,29.5,8.0,11.7,226,0.20,3.60,0.00,78.7,49.3,55,9,29.592,29.446,28.8,40.3,77.3
2020-06,15,40:23:00N & 105:29:00W,59.9,30,25.3,29.7,2.0,3.6,297,0.20,3.60,0.00,82.4,39.2,54,10,29.796,29.598,11.5,19.6,79.9
2020-06,16,40:23:00N & 105:29:00W,65.3,28,27.2,29.5,6.2,9.6,245,0.20,3.60,0.00,81.5,40.8,63,14,29.688,29.397,19.6,28.8,79.3
2020-06,17,40:23:00N & 105:29:00W,64.4,28,26.1,29.4,6.2,9.5,251,0.20,3.60,0.00,82.0,42.6,58,9,29.517,29.404,19.6,26.5,79.6
2020-06,18,40:23:00N & 105:29:00W,53.2,56,36.6,29.7,3.7,6.5,72,0.27,3.67,0.01,62.3,44.4,91,35,29.873,29.518,12.7,19.6,62.3
2020-06,19,40:23:00N & 105:29:00W,48.8,81,43.1,29.9,2.2,3.8,48,0.52,3.92,0.01,56.3,41.6,94,63,29.898,29.804,20.7,31.1,56.3
2020-06,20,40:23:00N & 105:29:00W,56.3,49,31.2,29.8,3.8,6.3,252,0.53,3.93,0.01,77.6,32.2,96,13,29.941,29.752,18.4,24.2,76.7
2020-06,21,40:23:00N & 105:29:00W,58.9,48,38.0,29.7,3.4,5.4,252,0.55,3.95,0.02,71.5,47.7,78,24,29.753,29.608,13.8,29.9,77.0
2020-06,22,40:23:00N & 105:29:00W,57.1,62,43.2,29.8,2.5,4.3,16,0.55,3.95,0.00,70.2,39.8,93,38,29.913,29.734,13.8,18.4,77.5
2020-06,23,40:23:00N & 105:29:00W,58.8,64,45.1,29.8,2.4,3.9,18,0.63,4.03,0.02,75.6,42.0,92,31,29.930,29.733,17.3,21.9,77.4
2020-06,24,40:23:00N & 105:29:00W,59.7,63,44.1,29.7,2.8,4.5,313,0.73,4.13,0.01,81.4,40.7,96,22,29.787,29.641,15.0,23.0,79.9
2020-06,25,40:23:00N & 105:29:00W,62.6,50,38.9,29.6,3.9,6.2,242,0.73,4.13,0.00,81.8,40.7,95,16,29.731,29.599,24.2,33.4,79.6
2020-06,26,40:23:00N & 105:29:00W,57.8,66,46.0,29.7,3.0,4.8,13,0.74,4.14,0.01,72.5,44.0,87,42,29.809,29.660,17.3,27.6,77.4
2020-06,27,40:23:00N & 105:29:00W,64.5,36,35.1,29.6,5.6,8.8,238,0.74,4.14,0.00,78.5,47.4,78,17,29.762,29.406,21.9,33.4,77.8
2020-06,28,40:23:00N & 105:29:00W,66.1,34,36.1,29.3,5.5,8.8,234,0.74,4.14,0.00,76.3,49.6,58,23,29.406,29.222,19.6,33.4,77.4
2020-06,29,40:23:00N & 105:29:00W,65.3,38,34.7,29.3,4.0,6.5,243,0.74,4.14,0.00,86.2,42.7,81,13,29.351,29.214,19.6,31.1,82.8
2020-06,30,40:23:00N & 105:29:00W,58.6,34,28.3,29.4,10.6,16.0,237,0.74,4.14,0.00,66.3,49.7,56,16,29.678,29.254,27.6,39.1,66.3
2020-07,1,40:23:00N & 105:29:00W,59.9,33,26.7,29.7,4.2,7.1,217,0.00,4.14,0.00,76.5,37.7,67,11,29.774,29.626,19.6,29.9,76.2
2020-07,2,40:23:00N & 105:29:00W,64.2,34,29.5,29.7,3.9,6.3,233,0.00,4.14,0.00,83.4,38.9,73,10,29.790,29.661,16.1,26.5,80.7
2020-07,3,40:23:00N & 105:29:00W,67.4,37,37.7,29.7,3.6,6.1,348,0.00,4.14,0.00,84.5,48.5,62,14,29.826,29.681,23.0,33.4,81.5
2020-07,4,40:23:00N & 105:29:00W,62.2,55,44.0,29.7,3.9,6.1,306,0.03,4.17,0.01,85.6,49.6,81,19,29.800,29.662,25.3,39.1,82.5
2020-07,5,40:23:00N & 105:29:00W,61.0,57,42.7,29.8,2.1,3.5,290,0.08,4.22,0.01,82.5,40.6,93,21,29.819,29.744,15.0,21.9,80.3
2020-07,6,40:23:00N & 105:29:00W,65.1,45,38.5,29.7,2.7,4.6,206,0.08,4.22,0.00,84.9,42.9,88,12,29.771,29.658,16.1,23.0,81.8
2020-07,7,40:23:00N & 105:29:00W,68.6,29,28.4,29.6,4.9,7.6,222,0.08,4.22,0.00,86.3,44.2,68,9,29.676,29.454,20.7,32.2,82.9
2020-07,8,40:23:00N & 105:29:00W,65.5,19,17.3,29.5,4.4,7.0,246,0.08,4.22,0.00,84.7,39.1,44,7,29.629,29.502,18.4,28.8,81.7
2020-07,9,40:23:00N & 105:29:00W,64.1,33,30.8,29.7,3.1,5.1,40,0.08,4.22,0.00,84.8,40.4,69,8,29.740,29.609,16.1,26.5,81.7
2020-07,10,40:23:00N & 105:29:00W,68.7,32,24.3,29.8,3.6,6.0,253,0.08,4.22,0.00,90.7,43.1,84,5,29.821,29.713,20.7,27.6,86.6
2020-07,11,40:23:00N & 105:29:00W,67.0,29,32.8,29.8,2.6,4.6,71,0.08,4.22,0.00,83.9,44.8,43,18,29.902,29.751,13.8,18.4,81.2
2020-07,12,40:23:00N & 105:29:00W,68.3,34,35.6,29.7,5.1,8.1,237,0.08,4.22,0.00,84.0,46.0,69,11,29.778,29.572,19.6,33.4,81.1
2020-07,13,40:23:00N & 105:29:00W,73.4,29,38.3,29.5,7.4,11.6,235,0.08,4.22,0.00,85.5,64.4,45,17,29.575,29.374,26.5,41.4,82.3
2020-07,14,40:23:00N & 105:29:00W,62.4,56,45.2,29.5,3.2,5.2,2,0.10,4.24,0.01,78.2,53.5,88,27,29.700,29.434,17.3,26.5,78.3
2020-07,15,40:23:00N & 105:29:00W,62.3,65,49.6,29.7,3.3,6.0,67,0.10,4.24,0.00,73.3,47.7,91,29,29.799,29.651,13.8,19.6,77.5
2020-07,16,40:23:00N & 105:29:00W,65.7,63,52.8,29.7,2.3,4.6,93,0.10,4.24,0.00,65.7,65.7,63,63,29.746,29.746,2.3,4.6,65.7
2020-07,17,40:23:00N & 105:29:00W,65.7,63,52.8,29.7,2.3,4.6,79,0.10,4.24,0.00,65.7,65.7,63,63,29.746,29.746,2.3,4.6,65.7
2020-07,18,40:23:00N & 105:29:00W,76.3,24,35.5,29.6,7.3,11.4,236,0.10,4.24,0.00,87.2,61.2,63,10,29.746,29.537,19.6,31.1,83.6
2020-07,19,40:23:00N & 105:29:00W,66.6,38,39.0,29.6,3.7,5.7,226,0.12,4.26,0.01,80.9,50.2,64,16,29.679,29.602,18.4,25.3,79.1
2020-07,20,40:23:00N & 105:29:00W,70.1,35,37.4,29.6,4.9,8.0,293,0.12,4.26,0.00,85.4,54.4,74,9,29.650,29.505,17.3,27.6,82.3
2020-07,21,40:23:00N & 105:29:00W,65.3,60,49.8,29.6,3.7,6.3,38,0.12,4.26,0.00,79.2,46.8,88,31,29.710,29.568,13.8,19.6,79.5
2020-07,22,40:23:00N & 105:29:00W,65.4,52,42.7,29.6,4.2,6.7,230,0.12,4.26,0.00,85.9,46.9,93,14,29.707,29.583,16.1,25.3,82.6
2020-07,23,40:23:00N & 105:29:00W,67.1,48,45.2,29.6,5.3,8.6,228,0.23,4.37,0.01,81.1,54.8,87,26,29.668,29.571,19.6,24.2,79.7
2020-07,24,40:23:00N & 105:29:00W,64.1,62,49.8,29.6,3.6,5.8,240,0.24,4.38,0.01,74.9,55.3,86,35,29.686,29.577,15.0,25.3,77.4
2020-07,25,40:23:00N & 105:29:00W,62.8,60,48.1,29.7,2.5,4.0,242,0.33,4.47,0.01,69.2,55.1,90,36,29.781,29.645,8.1,17.3,77.5
