id,caption,comments_count,like_count,media_type,permalink,timestamp,media_url
17927804572605571,Vídeo produzido pelos discentes da Engenharia Ambiental e de Energias Renováveis sobre os alagamentos e inundações em Belém. #gestaoderisco #inundacao #mapeamentoderiscos,0,5,VIDEO,https://www.instagram.com/p/CPimXPrlv9n/,2021-05-31T14:27:26+0000,
17875346366416921,"Nosso evento Conexão TJ foi um sucesso! Muitos aprendizados, muitas discussões relevantes e muito engajamento! Estamos muito contentes com todos os debates e encontros que rolaram nesse mês de maio. Se você não conseguiu acompanhar, as lives estão disponíveis no nosso canal do youtube. O CBH-TJ agradece a todes que fizeram parte disso de alguma maneira. Já estamos ansioses para os próximos! ;)
#PraCegoVer Vídeo com trechos dos das três lives exibidas no canal do youtube, vemos os convidados junto aos moderadores da live conversando, sorrindo e interagindo. Intercalados por alguns letreiros com os dizeres: O Conexão TJ foi um sucesso. Um time de peso discutiu os mais diversos temas. Mais de cem pessoas assistiram às lives no Youtube. O CBH TJ agradece a todes que tornaram esse evento possível. Ao final, a cartela de logos do projeto. 
.
.
#cbhtj #agua #meioambiente #sustentabilidade #inundacao #chuva #conexaotj",1,17,VIDEO,https://www.instagram.com/p/CPihUEvHI7d/,2021-05-31T13:42:05+0000,https://video-sea1-1.cdninstagram.com/v/t50.2886-16/195151860_223808409285250_6037565168447480522_n.mp4?_nc_cat=107&vs=17872357106378356_1384466108&_nc_vs=HBksFQAYJEdQVEhvUXVDc3J0MGpjc0FBTXBpbFVXSXZjbFRia1lMQUFBRhUAAsgBABUAGCRHSlI1ZWd2Z1RvSlpOUThFQU4zc2E5TXJ4YWNIYmtZTEFBQUYVAgLIAQAoABgAGwGIB3VzZV9vaWwBMRUAACaY7Ozs7%2FnUPxUCKAJDMywXQEeZmZmZmZoYEmRhc2hfYmFzZWxpbmVfMV92MREAdeoHAA%3D%3D&ccb=1-3&_nc_sid=59939d&efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjcyMC5mZWVkIn0%3D&_nc_ohc=hnoIHzliMA4AX-r8u34&_nc_ht=video-sea1-1.cdninstagram.com&oh=60cb62ca11f3be241b16d3c0f3254b6a&oe=60B9A127&_nc_rid=456a5ccfdb
