id,caption,comments_count,like_count,media_type,media_url,permalink,timestamp
17901648199909295,Bagno grande fuori servizio…,2,19,IMAGE,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/200861981_4254888947908064_6002831845737336131_n.jpg?_nc_cat=107&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=9GYf6tmaQ0EAX9wdOi6&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=691bb45c8196821d960140f723148a59&oe=60CD286F,https://www.instagram.com/p/CQEg9xjjoLO/,2021-06-13T18:32:48+0000
