id,caption,comments_count,like_count,media_type,media_url,permalink,timestamp,skipped
17974835323391800,"Buenos días GRD lover! 🙋🏻‍♂️

👀 UN DÍA COMO HOY, en el año 2008, en el distrito de Fernando Lores en Loreto, se  registró inundación fluvial debido al aumento del cauce, produciendo el desborde del río Amazonas.

Por esta razón te invitamos a capacitarte sobre la Gestión de Riesgos de Desastres y  compartir esta publicación para contribuir a la mejora de la resiliencia. 

Síguenos en nuestras redes sociales, que seguiremos publicando más efemérides! 😉

👉🏼 Recuerda que en nuestra página web https://grd.pe/ puedes encontrar cursos relacionados a la Gestión de Riesgos de Desastre, apúntate, te esperamos.

#Efemerides #inundación #rioAmazonas #culturadeprevencion #cursosonline #GRDLover #GRD #04Junio #Loreto #Perú #prevención #desastre #riesgo #evaluaciónderiesgos #geoconsultores #SIG #noticiasGRD #EVAR",0,2,IMAGE,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/196459813_478661226544115_3830355856528457858_n.jpg?_nc_cat=104&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=c88vn9ld1EYAX8OPDGU&_nc_oc=AQmUHfiRdLXBdHzcw-46u_mOjN4Gfd5aPVaYKQ0bGpYDefjUf2Ts1303Y2dx5u6YdLU&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=516c944047938d657167665c4616eac8&oe=60C07586,https://www.instagram.com/p/CPtJWSmLGTp/,2021-06-04T16:43:54+0000,False
17892195413158313,"📑 Los planes de gestión del riesgo de inundación (PGRI) buscan lograr una actuación coordinada de todas las administraciones públicas y la sociedad para reducir las consecuencias negativas de las #inundaciones

➡ Los PGRIs fijan las medidas que cada una de las administraciones debe aplicar en el ámbito de sus competencias para alcanzar  los objetivos previstos

✅ Ejemplos de medidas son la ordenación territorial y urbanística, los planes de protección civil, la mejora de los sistemas de medida y alerta hidrológica, la restauración fluvial, las obras de defensa en zonas habitadas o las  obras de emergencia para la reparación de infraestructuras que hayan sido dañadas tras una avenida
-
#agua #water #rios #river #cauce #dominiopúblicohidráulico #medioambiente #naturaleza #nature #inundaciones #inundación  #riesgoinundacion #gestiondelriesgodeinundacion  #chcantábrico #confederación #confederaciónhidrográficadelcantábrico #serviciopublico #serviciociudadano #administracion",0,15,IMAGE,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/196022470_668316624006312_6565025517102683890_n.jpg?_nc_cat=100&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=4G55ohIwkIcAX-cg-G8&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=3b737da3d31b9b05fcb9307b418766ea&oe=60BF8E24,https://www.instagram.com/p/CPsmiBai2ee/,2021-06-04T11:39:40+0000,False
