id,caption,comments_count,like_count,media_type,media_url,permalink,timestamp,skipped
17968800640406980,"Wody Polskie: na skutek zmian klimatycznych susza w Polsce jest coraz dłuższa, coraz częściej występują też ekstremalne zjawiska pogodowe. 
Więcej na www.portalstoczniowy.pl
#klimat #pogoda #zmiany #susza #powodzie #woda #WodyPolskie #stoczniowy",0,2,IMAGE,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/201782664_384410003014554_5924146247060909296_n.jpg?_nc_cat=107&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=oKmVzvgNMUgAX-guw9q&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=1ee532272340c9b158ee5adf7e699285&oe=60D0270C,https://www.instagram.com/p/CQNlTKABaBA/,2021-06-17T07:03:50+0000,False
