id,children,caption,comments_count,like_count,media_type,permalink,timestamp
17913497221831645,"{'data': [{'id': '17881732229347247'}, {'id': '17860408463551681'}, {'id': '17896305875032510'}]}","June 16th is the #Egyptian ""Night of the #Teardrop"" festival when #Isis weeps for slain #Osiris. #Intersex #Nile #inundation deity #HAPI collects a #tear, spawning the July #flood. #Hadrian wept for #Antinous, who interceded with #Hapy for a #miracle flood: https://antinousstars.blogspot.com/2021/06/we-remember-night-of-teardrop-when.html",0,16,CAROUSEL_ALBUM,https://www.instagram.com/p/CQLJvppndpX/,2021-06-16T08:24:34+0000
