id,caption,comments_count,like_count,media_type,media_url,permalink,timestamp,skipped
17960460457429353,"Insulae

#anama #amazonas #amazonia #riosolimoes #brasil #brazil #regiaonorte #pandemia #pandemic #covid_19 #covid19  #cheia #enchente #inundacion #flood #baciaamazonica #amazonbasin #cuencadelamazonas #covidphotobrazil #myqbb #coronavirusbrazil #inaltoloco #pangeaphotoselection #retinalatinxs #everydayeverywhere #everydaylatinamerica  #everydaycovid19 #everydaybrasil #everydayamazon #photoraphaelalves",0,56,IMAGE,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/198185361_1183574562082024_2202018748090340209_n.jpg?_nc_cat=102&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=HKgDhROSVlEAX8dFQRr&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=791beab76e9ac7466c5ac93f41196870&oe=60C6818A,https://www.instagram.com/p/CP6Rkr4jA3k/,2021-06-09T19:05:53+0000,False
